"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"21/05/2018 21:00:00 - 21/05/2018 22:00:00","BZN|BG","Without Sequence","102.76","",""
"21/05/2018 22:00:00 - 21/05/2018 23:00:00","BZN|BG","Without Sequence","90.05","",""
"21/05/2018 23:00:00 - 22/05/2018 00:00:00","BZN|BG","Without Sequence","44.98","",""
"22/05/2018 00:00:00 - 22/05/2018 01:00:00","BZN|BG","Without Sequence","80.01","",""
"22/05/2018 01:00:00 - 22/05/2018 02:00:00","BZN|BG","Without Sequence","80.01","",""
"22/05/2018 02:00:00 - 22/05/2018 03:00:00","BZN|BG","Without Sequence","80.01","",""
"22/05/2018 03:00:00 - 22/05/2018 04:00:00","BZN|BG","Without Sequence","79.99","",""
"22/05/2018 04:00:00 - 22/05/2018 05:00:00","BZN|BG","Without Sequence","80.01","",""
"22/05/2018 05:00:00 - 22/05/2018 06:00:00","BZN|BG","Without Sequence","80.03","",""
"22/05/2018 06:00:00 - 22/05/2018 07:00:00","BZN|BG","Without Sequence","90.09","",""
"22/05/2018 07:00:00 - 22/05/2018 08:00:00","BZN|BG","Without Sequence","121.75","",""
"22/05/2018 08:00:00 - 22/05/2018 09:00:00","BZN|BG","Without Sequence","144.59","",""
"22/05/2018 09:00:00 - 22/05/2018 10:00:00","BZN|BG","Without Sequence","135.60","",""
"22/05/2018 10:00:00 - 22/05/2018 11:00:00","BZN|BG","Without Sequence","128.34","",""
"22/05/2018 11:00:00 - 22/05/2018 12:00:00","BZN|BG","Without Sequence","150.05","",""
"22/05/2018 12:00:00 - 22/05/2018 13:00:00","BZN|BG","Without Sequence","142.66","",""
"22/05/2018 13:00:00 - 22/05/2018 14:00:00","BZN|BG","Without Sequence","136.13","",""
"22/05/2018 14:00:00 - 22/05/2018 15:00:00","BZN|BG","Without Sequence","105.03","",""
"22/05/2018 15:00:00 - 22/05/2018 16:00:00","BZN|BG","Without Sequence","117.15","",""
"22/05/2018 16:00:00 - 22/05/2018 17:00:00","BZN|BG","Without Sequence","102.41","",""
"22/05/2018 17:00:00 - 22/05/2018 18:00:00","BZN|BG","Without Sequence","114.61","",""
"22/05/2018 18:00:00 - 22/05/2018 19:00:00","BZN|BG","Without Sequence","149.03","",""
"22/05/2018 19:00:00 - 22/05/2018 20:00:00","BZN|BG","Without Sequence","129.61","",""
"22/05/2018 20:00:00 - 22/05/2018 21:00:00","BZN|BG","Without Sequence","144.91","",""
"22/05/2018 21:00:00 - 22/05/2018 22:00:00","BZN|BG","Without Sequence","128.22","",""
"22/05/2018 22:00:00 - 22/05/2018 23:00:00","BZN|BG","Without Sequence","105.99","",""
"22/05/2018 23:00:00 - 23/05/2018 00:00:00","BZN|BG","Without Sequence","92.14","",""
"23/05/2018 00:00:00 - 23/05/2018 01:00:00","BZN|BG","Without Sequence","48.90","",""
"23/05/2018 01:00:00 - 23/05/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"23/05/2018 02:00:00 - 23/05/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"23/05/2018 03:00:00 - 23/05/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"23/05/2018 04:00:00 - 23/05/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"23/05/2018 05:00:00 - 23/05/2018 06:00:00","BZN|BG","Without Sequence","70.59","",""
"23/05/2018 06:00:00 - 23/05/2018 07:00:00","BZN|BG","Without Sequence","90.03","",""
"23/05/2018 07:00:00 - 23/05/2018 08:00:00","BZN|BG","Without Sequence","90.07","",""
"23/05/2018 08:00:00 - 23/05/2018 09:00:00","BZN|BG","Without Sequence","90.09","",""
"23/05/2018 09:00:00 - 23/05/2018 10:00:00","BZN|BG","Without Sequence","90.07","",""
"23/05/2018 10:00:00 - 23/05/2018 11:00:00","BZN|BG","Without Sequence","90.09","",""
"23/05/2018 11:00:00 - 23/05/2018 12:00:00","BZN|BG","Without Sequence","90.07","",""
"23/05/2018 12:00:00 - 23/05/2018 13:00:00","BZN|BG","Without Sequence","90.05","",""
"23/05/2018 13:00:00 - 23/05/2018 14:00:00","BZN|BG","Without Sequence","90.05","",""
"23/05/2018 14:00:00 - 23/05/2018 15:00:00","BZN|BG","Without Sequence","90.07","",""
"23/05/2018 15:00:00 - 23/05/2018 16:00:00","BZN|BG","Without Sequence","90.09","",""
"23/05/2018 16:00:00 - 23/05/2018 17:00:00","BZN|BG","Without Sequence","90.05","",""
"23/05/2018 17:00:00 - 23/05/2018 18:00:00","BZN|BG","Without Sequence","90.07","",""
"23/05/2018 18:00:00 - 23/05/2018 19:00:00","BZN|BG","Without Sequence","90.11","",""
"23/05/2018 19:00:00 - 23/05/2018 20:00:00","BZN|BG","Without Sequence","90.05","",""
"23/05/2018 20:00:00 - 23/05/2018 21:00:00","BZN|BG","Without Sequence","90.01","",""
"23/05/2018 21:00:00 - 23/05/2018 22:00:00","BZN|BG","Without Sequence","90.01","",""
"23/05/2018 22:00:00 - 23/05/2018 23:00:00","BZN|BG","Without Sequence","90.03","",""
"23/05/2018 23:00:00 - 24/05/2018 00:00:00","BZN|BG","Without Sequence","80.01","",""
"24/05/2018 00:00:00 - 24/05/2018 01:00:00","BZN|BG","Without Sequence","80.05","",""
"24/05/2018 01:00:00 - 24/05/2018 02:00:00","BZN|BG","Without Sequence","80.03","",""
"24/05/2018 02:00:00 - 24/05/2018 03:00:00","BZN|BG","Without Sequence","80.03","",""
"24/05/2018 03:00:00 - 24/05/2018 04:00:00","BZN|BG","Without Sequence","80.01","",""
"24/05/2018 04:00:00 - 24/05/2018 05:00:00","BZN|BG","Without Sequence","80.01","",""
"24/05/2018 05:00:00 - 24/05/2018 06:00:00","BZN|BG","Without Sequence","80.03","",""
"24/05/2018 06:00:00 - 24/05/2018 07:00:00","BZN|BG","Without Sequence","90.05","",""
"24/05/2018 07:00:00 - 24/05/2018 08:00:00","BZN|BG","Without Sequence","92.06","",""
"24/05/2018 08:00:00 - 24/05/2018 09:00:00","BZN|BG","Without Sequence","92.08","",""
"24/05/2018 09:00:00 - 24/05/2018 10:00:00","BZN|BG","Without Sequence","92.02","",""
"24/05/2018 10:00:00 - 24/05/2018 11:00:00","BZN|BG","Without Sequence","90.07","",""
"24/05/2018 11:00:00 - 24/05/2018 12:00:00","BZN|BG","Without Sequence","90.05","",""
"24/05/2018 12:00:00 - 24/05/2018 13:00:00","BZN|BG","Without Sequence","90.05","",""
"24/05/2018 13:00:00 - 24/05/2018 14:00:00","BZN|BG","Without Sequence","90.05","",""
"24/05/2018 14:00:00 - 24/05/2018 15:00:00","BZN|BG","Without Sequence","90.05","",""
"24/05/2018 15:00:00 - 24/05/2018 16:00:00","BZN|BG","Without Sequence","90.07","",""
"24/05/2018 16:00:00 - 24/05/2018 17:00:00","BZN|BG","Without Sequence","90.07","",""
"24/05/2018 17:00:00 - 24/05/2018 18:00:00","BZN|BG","Without Sequence","91.55","",""
"24/05/2018 18:00:00 - 24/05/2018 19:00:00","BZN|BG","Without Sequence","103.48","",""
"24/05/2018 19:00:00 - 24/05/2018 20:00:00","BZN|BG","Without Sequence","95.84","",""
"24/05/2018 20:00:00 - 24/05/2018 21:00:00","BZN|BG","Without Sequence","95.89","",""
"24/05/2018 21:00:00 - 24/05/2018 22:00:00","BZN|BG","Without Sequence","95.87","",""
"24/05/2018 22:00:00 - 24/05/2018 23:00:00","BZN|BG","Without Sequence","93.98","",""
"24/05/2018 23:00:00 - 25/05/2018 00:00:00","BZN|BG","Without Sequence","90.05","",""
"25/05/2018 00:00:00 - 25/05/2018 01:00:00","BZN|BG","Without Sequence","80.03","",""
"25/05/2018 01:00:00 - 25/05/2018 02:00:00","BZN|BG","Without Sequence","48.99","",""
"25/05/2018 02:00:00 - 25/05/2018 03:00:00","BZN|BG","Without Sequence","47.08","",""
"25/05/2018 03:00:00 - 25/05/2018 04:00:00","BZN|BG","Without Sequence","47.04","",""
"25/05/2018 04:00:00 - 25/05/2018 05:00:00","BZN|BG","Without Sequence","47.14","",""
"25/05/2018 05:00:00 - 25/05/2018 06:00:00","BZN|BG","Without Sequence","80.01","",""
"25/05/2018 06:00:00 - 25/05/2018 07:00:00","BZN|BG","Without Sequence","90.05","",""
"25/05/2018 07:00:00 - 25/05/2018 08:00:00","BZN|BG","Without Sequence","95.89","",""
"25/05/2018 08:00:00 - 25/05/2018 09:00:00","BZN|BG","Without Sequence","102.51","",""
"25/05/2018 09:00:00 - 25/05/2018 10:00:00","BZN|BG","Without Sequence","94.02","",""
"25/05/2018 10:00:00 - 25/05/2018 11:00:00","BZN|BG","Without Sequence","90.09","",""
"25/05/2018 11:00:00 - 25/05/2018 12:00:00","BZN|BG","Without Sequence","90.05","",""
"25/05/2018 12:00:00 - 25/05/2018 13:00:00","BZN|BG","Without Sequence","90.07","",""
"25/05/2018 13:00:00 - 25/05/2018 14:00:00","BZN|BG","Without Sequence","90.07","",""
"25/05/2018 14:00:00 - 25/05/2018 15:00:00","BZN|BG","Without Sequence","90.07","",""
"25/05/2018 15:00:00 - 25/05/2018 16:00:00","BZN|BG","Without Sequence","90.09","",""
"25/05/2018 16:00:00 - 25/05/2018 17:00:00","BZN|BG","Without Sequence","90.05","",""
"25/05/2018 17:00:00 - 25/05/2018 18:00:00","BZN|BG","Without Sequence","94.25","",""
"25/05/2018 18:00:00 - 25/05/2018 19:00:00","BZN|BG","Without Sequence","97.26","",""
"25/05/2018 19:00:00 - 25/05/2018 20:00:00","BZN|BG","Without Sequence","97.89","",""
"25/05/2018 20:00:00 - 25/05/2018 21:00:00","BZN|BG","Without Sequence","97.28","",""
"25/05/2018 21:00:00 - 25/05/2018 22:00:00","BZN|BG","Without Sequence","96.89","",""
"25/05/2018 22:00:00 - 25/05/2018 23:00:00","BZN|BG","Without Sequence","94.19","",""
"25/05/2018 23:00:00 - 26/05/2018 00:00:00","BZN|BG","Without Sequence","90.03","",""
"26/05/2018 00:00:00 - 26/05/2018 01:00:00","BZN|BG","Without Sequence","78.08","",""
"26/05/2018 01:00:00 - 26/05/2018 02:00:00","BZN|BG","Without Sequence","76.30","",""
"26/05/2018 02:00:00 - 26/05/2018 03:00:00","BZN|BG","Without Sequence","76.30","",""
"26/05/2018 03:00:00 - 26/05/2018 04:00:00","BZN|BG","Without Sequence","75.42","",""
"26/05/2018 04:00:00 - 26/05/2018 05:00:00","BZN|BG","Without Sequence","75.34","",""
"26/05/2018 05:00:00 - 26/05/2018 06:00:00","BZN|BG","Without Sequence","75.36","",""
"26/05/2018 06:00:00 - 26/05/2018 07:00:00","BZN|BG","Without Sequence","80.07","",""
"26/05/2018 07:00:00 - 26/05/2018 08:00:00","BZN|BG","Without Sequence","90.01","",""
"26/05/2018 08:00:00 - 26/05/2018 09:00:00","BZN|BG","Without Sequence","90.03","",""
"26/05/2018 09:00:00 - 26/05/2018 10:00:00","BZN|BG","Without Sequence","90.03","",""
"26/05/2018 10:00:00 - 26/05/2018 11:00:00","BZN|BG","Without Sequence","90.03","",""
"26/05/2018 11:00:00 - 26/05/2018 12:00:00","BZN|BG","Without Sequence","90.01","",""
"26/05/2018 12:00:00 - 26/05/2018 13:00:00","BZN|BG","Without Sequence","90.03","",""
"26/05/2018 13:00:00 - 26/05/2018 14:00:00","BZN|BG","Without Sequence","90.01","",""
"26/05/2018 14:00:00 - 26/05/2018 15:00:00","BZN|BG","Without Sequence","88.64","",""
"26/05/2018 15:00:00 - 26/05/2018 16:00:00","BZN|BG","Without Sequence","90.01","",""
"26/05/2018 16:00:00 - 26/05/2018 17:00:00","BZN|BG","Without Sequence","90.01","",""
"26/05/2018 17:00:00 - 26/05/2018 18:00:00","BZN|BG","Without Sequence","90.03","",""
"26/05/2018 18:00:00 - 26/05/2018 19:00:00","BZN|BG","Without Sequence","90.05","",""
"26/05/2018 19:00:00 - 26/05/2018 20:00:00","BZN|BG","Without Sequence","95.78","",""
"26/05/2018 20:00:00 - 26/05/2018 21:00:00","BZN|BG","Without Sequence","93.16","",""
"26/05/2018 21:00:00 - 26/05/2018 22:00:00","BZN|BG","Without Sequence","90.09","",""
"26/05/2018 22:00:00 - 26/05/2018 23:00:00","BZN|BG","Without Sequence","90.01","",""
"26/05/2018 23:00:00 - 27/05/2018 00:00:00","BZN|BG","Without Sequence","68.61","",""
"27/05/2018 00:00:00 - 27/05/2018 01:00:00","BZN|BG","Without Sequence","46.55","",""
"27/05/2018 01:00:00 - 27/05/2018 02:00:00","BZN|BG","Without Sequence","45.73","",""
"27/05/2018 02:00:00 - 27/05/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"27/05/2018 03:00:00 - 27/05/2018 04:00:00","BZN|BG","Without Sequence","45.43","",""
"27/05/2018 04:00:00 - 27/05/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"27/05/2018 05:00:00 - 27/05/2018 06:00:00","BZN|BG","Without Sequence","44.05","",""
"27/05/2018 06:00:00 - 27/05/2018 07:00:00","BZN|BG","Without Sequence","44.05","",""
"27/05/2018 07:00:00 - 27/05/2018 08:00:00","BZN|BG","Without Sequence","44.06","",""
"27/05/2018 08:00:00 - 27/05/2018 09:00:00","BZN|BG","Without Sequence","44.08","",""
"27/05/2018 09:00:00 - 27/05/2018 10:00:00","BZN|BG","Without Sequence","44.08","",""
"27/05/2018 10:00:00 - 27/05/2018 11:00:00","BZN|BG","Without Sequence","44.08","",""
"27/05/2018 11:00:00 - 27/05/2018 12:00:00","BZN|BG","Without Sequence","44.08","",""
"27/05/2018 12:00:00 - 27/05/2018 13:00:00","BZN|BG","Without Sequence","69.10","",""
"27/05/2018 13:00:00 - 27/05/2018 14:00:00","BZN|BG","Without Sequence","57.60","",""
"27/05/2018 14:00:00 - 27/05/2018 15:00:00","BZN|BG","Without Sequence","52.51","",""
"27/05/2018 15:00:00 - 27/05/2018 16:00:00","BZN|BG","Without Sequence","64.56","",""
"27/05/2018 16:00:00 - 27/05/2018 17:00:00","BZN|BG","Without Sequence","80.01","",""
"27/05/2018 17:00:00 - 27/05/2018 18:00:00","BZN|BG","Without Sequence","80.09","",""
"27/05/2018 18:00:00 - 27/05/2018 19:00:00","BZN|BG","Without Sequence","90.01","",""
"27/05/2018 19:00:00 - 27/05/2018 20:00:00","BZN|BG","Without Sequence","93.92","",""
"27/05/2018 20:00:00 - 27/05/2018 21:00:00","BZN|BG","Without Sequence","95.97","",""
"27/05/2018 21:00:00 - 27/05/2018 22:00:00","BZN|BG","Without Sequence","93.96","",""
"27/05/2018 22:00:00 - 27/05/2018 23:00:00","BZN|BG","Without Sequence","90.07","",""
"27/05/2018 23:00:00 - 28/05/2018 00:00:00","BZN|BG","Without Sequence","48.82","",""
"28/05/2018 00:00:00 - 28/05/2018 01:00:00","BZN|BG","Without Sequence","47.06","",""
"28/05/2018 01:00:00 - 28/05/2018 02:00:00","BZN|BG","Without Sequence","46.84","",""
"28/05/2018 02:00:00 - 28/05/2018 03:00:00","BZN|BG","Without Sequence","45.12","",""
"28/05/2018 03:00:00 - 28/05/2018 04:00:00","BZN|BG","Without Sequence","44.10","",""
"28/05/2018 04:00:00 - 28/05/2018 05:00:00","BZN|BG","Without Sequence","45.04","",""
"28/05/2018 05:00:00 - 28/05/2018 06:00:00","BZN|BG","Without Sequence","73.46","",""
"28/05/2018 06:00:00 - 28/05/2018 07:00:00","BZN|BG","Without Sequence","80.03","",""
"28/05/2018 07:00:00 - 28/05/2018 08:00:00","BZN|BG","Without Sequence","90.05","",""
"28/05/2018 08:00:00 - 28/05/2018 09:00:00","BZN|BG","Without Sequence","90.11","",""
"28/05/2018 09:00:00 - 28/05/2018 10:00:00","BZN|BG","Without Sequence","90.07","",""
"28/05/2018 10:00:00 - 28/05/2018 11:00:00","BZN|BG","Without Sequence","90.09","",""
"28/05/2018 11:00:00 - 28/05/2018 12:00:00","BZN|BG","Without Sequence","90.05","",""
"28/05/2018 12:00:00 - 28/05/2018 13:00:00","BZN|BG","Without Sequence","90.09","",""
"28/05/2018 13:00:00 - 28/05/2018 14:00:00","BZN|BG","Without Sequence","90.09","",""
"28/05/2018 14:00:00 - 28/05/2018 15:00:00","BZN|BG","Without Sequence","90.09","",""
"28/05/2018 15:00:00 - 28/05/2018 16:00:00","BZN|BG","Without Sequence","90.09","",""
"28/05/2018 16:00:00 - 28/05/2018 17:00:00","BZN|BG","Without Sequence","90.05","",""
"28/05/2018 17:00:00 - 28/05/2018 18:00:00","BZN|BG","Without Sequence","90.07","",""
"28/05/2018 18:00:00 - 28/05/2018 19:00:00","BZN|BG","Without Sequence","90.09","",""
"28/05/2018 19:00:00 - 28/05/2018 20:00:00","BZN|BG","Without Sequence","96.87","",""
"28/05/2018 20:00:00 - 28/05/2018 21:00:00","BZN|BG","Without Sequence","97.81","",""
"28/05/2018 21:00:00 - 28/05/2018 22:00:00","BZN|BG","Without Sequence","97.87","",""
"28/05/2018 22:00:00 - 28/05/2018 23:00:00","BZN|BG","Without Sequence","88.87","",""
"28/05/2018 23:00:00 - 29/05/2018 00:00:00","BZN|BG","Without Sequence","80.01","",""
"29/05/2018 00:00:00 - 29/05/2018 01:00:00","BZN|BG","Without Sequence","75.40","",""
"29/05/2018 01:00:00 - 29/05/2018 02:00:00","BZN|BG","Without Sequence","75.05","",""
"29/05/2018 02:00:00 - 29/05/2018 03:00:00","BZN|BG","Without Sequence","75.03","",""
"29/05/2018 03:00:00 - 29/05/2018 04:00:00","BZN|BG","Without Sequence","48.88","",""
"29/05/2018 04:00:00 - 29/05/2018 05:00:00","BZN|BG","Without Sequence","76.36","",""
"29/05/2018 05:00:00 - 29/05/2018 06:00:00","BZN|BG","Without Sequence","77.31","",""
"29/05/2018 06:00:00 - 29/05/2018 07:00:00","BZN|BG","Without Sequence","81.26","",""
"29/05/2018 07:00:00 - 29/05/2018 08:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 08:00:00 - 29/05/2018 09:00:00","BZN|BG","Without Sequence","108.33","",""
"29/05/2018 09:00:00 - 29/05/2018 10:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 10:00:00 - 29/05/2018 11:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 11:00:00 - 29/05/2018 12:00:00","BZN|BG","Without Sequence","90.05","",""
"29/05/2018 12:00:00 - 29/05/2018 13:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 13:00:00 - 29/05/2018 14:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 14:00:00 - 29/05/2018 15:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 15:00:00 - 29/05/2018 16:00:00","BZN|BG","Without Sequence","90.09","",""
"29/05/2018 16:00:00 - 29/05/2018 17:00:00","BZN|BG","Without Sequence","90.05","",""
"29/05/2018 17:00:00 - 29/05/2018 18:00:00","BZN|BG","Without Sequence","90.07","",""
"29/05/2018 18:00:00 - 29/05/2018 19:00:00","BZN|BG","Without Sequence","95.84","",""
"29/05/2018 19:00:00 - 29/05/2018 20:00:00","BZN|BG","Without Sequence","96.95","",""
"29/05/2018 20:00:00 - 29/05/2018 21:00:00","BZN|BG","Without Sequence","105.60","",""
"29/05/2018 21:00:00 - 29/05/2018 22:00:00","BZN|BG","Without Sequence","90.11","",""
"29/05/2018 22:00:00 - 29/05/2018 23:00:00","BZN|BG","Without Sequence","90.03","",""
"29/05/2018 23:00:00 - 30/05/2018 00:00:00","BZN|BG","Without Sequence","80.09","",""
"30/05/2018 00:00:00 - 30/05/2018 01:00:00","BZN|BG","Without Sequence","75.03","",""
"30/05/2018 01:00:00 - 30/05/2018 02:00:00","BZN|BG","Without Sequence","49.23","",""
"30/05/2018 02:00:00 - 30/05/2018 03:00:00","BZN|BG","Without Sequence","45.55","",""
"30/05/2018 03:00:00 - 30/05/2018 04:00:00","BZN|BG","Without Sequence","69.57","",""
"30/05/2018 04:00:00 - 30/05/2018 05:00:00","BZN|BG","Without Sequence","46.12","",""
"30/05/2018 05:00:00 - 30/05/2018 06:00:00","BZN|BG","Without Sequence","80.01","",""
"30/05/2018 06:00:00 - 30/05/2018 07:00:00","BZN|BG","Without Sequence","90.03","",""
"30/05/2018 07:00:00 - 30/05/2018 08:00:00","BZN|BG","Without Sequence","91.08","",""
"30/05/2018 08:00:00 - 30/05/2018 09:00:00","BZN|BG","Without Sequence","91.12","",""
"30/05/2018 09:00:00 - 30/05/2018 10:00:00","BZN|BG","Without Sequence","128.09","",""
"30/05/2018 10:00:00 - 30/05/2018 11:00:00","BZN|BG","Without Sequence","129.67","",""
"30/05/2018 11:00:00 - 30/05/2018 12:00:00","BZN|BG","Without Sequence","91.14","",""
"30/05/2018 12:00:00 - 30/05/2018 13:00:00","BZN|BG","Without Sequence","120.34","",""
"30/05/2018 13:00:00 - 30/05/2018 14:00:00","BZN|BG","Without Sequence","126.46","",""
"30/05/2018 14:00:00 - 30/05/2018 15:00:00","BZN|BG","Without Sequence","132.43","",""
"30/05/2018 15:00:00 - 30/05/2018 16:00:00","BZN|BG","Without Sequence","133.47","",""
"30/05/2018 16:00:00 - 30/05/2018 17:00:00","BZN|BG","Without Sequence","131.76","",""
"30/05/2018 17:00:00 - 30/05/2018 18:00:00","BZN|BG","Without Sequence","148.53","",""
"30/05/2018 18:00:00 - 30/05/2018 19:00:00","BZN|BG","Without Sequence","134.17","",""
"30/05/2018 19:00:00 - 30/05/2018 20:00:00","BZN|BG","Without Sequence","130.16","",""
"30/05/2018 20:00:00 - 30/05/2018 21:00:00","BZN|BG","Without Sequence","127.89","",""
"30/05/2018 21:00:00 - 30/05/2018 22:00:00","BZN|BG","Without Sequence","92.61","",""
"30/05/2018 22:00:00 - 30/05/2018 23:00:00","BZN|BG","Without Sequence","91.06","",""
"30/05/2018 23:00:00 - 31/05/2018 00:00:00","BZN|BG","Without Sequence","90.01","",""
"31/05/2018 00:00:00 - 31/05/2018 01:00:00","BZN|BG","Without Sequence","80.01","",""
"31/05/2018 01:00:00 - 31/05/2018 02:00:00","BZN|BG","Without Sequence","80.01","",""
"31/05/2018 02:00:00 - 31/05/2018 03:00:00","BZN|BG","Without Sequence","75.03","",""
"31/05/2018 03:00:00 - 31/05/2018 04:00:00","BZN|BG","Without Sequence","71.37","",""
"31/05/2018 04:00:00 - 31/05/2018 05:00:00","BZN|BG","Without Sequence","75.05","",""
"31/05/2018 05:00:00 - 31/05/2018 06:00:00","BZN|BG","Without Sequence","80.01","",""
"31/05/2018 06:00:00 - 31/05/2018 07:00:00","BZN|BG","Without Sequence","93.92","",""
"31/05/2018 07:00:00 - 31/05/2018 08:00:00","BZN|BG","Without Sequence","100.08","",""
"31/05/2018 08:00:00 - 31/05/2018 09:00:00","BZN|BG","Without Sequence","111.46","",""
"31/05/2018 09:00:00 - 31/05/2018 10:00:00","BZN|BG","Without Sequence","110.02","",""
"31/05/2018 10:00:00 - 31/05/2018 11:00:00","BZN|BG","Without Sequence","100.08","",""
"31/05/2018 11:00:00 - 31/05/2018 12:00:00","BZN|BG","Without Sequence","100.08","",""
"31/05/2018 12:00:00 - 31/05/2018 13:00:00","BZN|BG","Without Sequence","100.08","",""
"31/05/2018 13:00:00 - 31/05/2018 14:00:00","BZN|BG","Without Sequence","100.10","",""
"31/05/2018 14:00:00 - 31/05/2018 15:00:00","BZN|BG","Without Sequence","100.08","",""
"31/05/2018 15:00:00 - 31/05/2018 16:00:00","BZN|BG","Without Sequence","100.41","",""
"31/05/2018 16:00:00 - 31/05/2018 17:00:00","BZN|BG","Without Sequence","100.06","",""
"31/05/2018 17:00:00 - 31/05/2018 18:00:00","BZN|BG","Without Sequence","100.06","",""
"31/05/2018 18:00:00 - 31/05/2018 19:00:00","BZN|BG","Without Sequence","100.06","",""
"31/05/2018 19:00:00 - 31/05/2018 20:00:00","BZN|BG","Without Sequence","100.08","",""
"31/05/2018 20:00:00 - 31/05/2018 21:00:00","BZN|BG","Without Sequence","100.10","",""
"31/05/2018 21:00:00 - 31/05/2018 22:00:00","BZN|BG","Without Sequence","100.10","",""
"31/05/2018 22:00:00 - 31/05/2018 23:00:00","BZN|BG","Without Sequence","100.10","",""
"31/05/2018 23:00:00 - 01/06/2018 00:00:00","BZN|BG","Without Sequence","90.09","",""
"01/06/2018 00:00:00 - 01/06/2018 01:00:00","BZN|BG","Without Sequence","46.76","",""
"01/06/2018 01:00:00 - 01/06/2018 02:00:00","BZN|BG","Without Sequence","45.38","",""
"01/06/2018 02:00:00 - 01/06/2018 03:00:00","BZN|BG","Without Sequence","46.88","",""
"01/06/2018 03:00:00 - 01/06/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"01/06/2018 04:00:00 - 01/06/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"01/06/2018 05:00:00 - 01/06/2018 06:00:00","BZN|BG","Without Sequence","44.05","",""
"01/06/2018 06:00:00 - 01/06/2018 07:00:00","BZN|BG","Without Sequence","47.74","",""
"01/06/2018 07:00:00 - 01/06/2018 08:00:00","BZN|BG","Without Sequence","95.07","",""
"01/06/2018 08:00:00 - 01/06/2018 09:00:00","BZN|BG","Without Sequence","100.00","",""
"01/06/2018 09:00:00 - 01/06/2018 10:00:00","BZN|BG","Without Sequence","100.02","",""
"01/06/2018 10:00:00 - 01/06/2018 11:00:00","BZN|BG","Without Sequence","100.00","",""
"01/06/2018 11:00:00 - 01/06/2018 12:00:00","BZN|BG","Without Sequence","90.03","",""
"01/06/2018 12:00:00 - 01/06/2018 13:00:00","BZN|BG","Without Sequence","95.01","",""
"01/06/2018 13:00:00 - 01/06/2018 14:00:00","BZN|BG","Without Sequence","90.05","",""
"01/06/2018 14:00:00 - 01/06/2018 15:00:00","BZN|BG","Without Sequence","90.03","",""
"01/06/2018 15:00:00 - 01/06/2018 16:00:00","BZN|BG","Without Sequence","90.09","",""
"01/06/2018 16:00:00 - 01/06/2018 17:00:00","BZN|BG","Without Sequence","60.94","",""
"01/06/2018 17:00:00 - 01/06/2018 18:00:00","BZN|BG","Without Sequence","50.01","",""
"01/06/2018 18:00:00 - 01/06/2018 19:00:00","BZN|BG","Without Sequence","48.58","",""
"01/06/2018 19:00:00 - 01/06/2018 20:00:00","BZN|BG","Without Sequence","44.42","",""
"01/06/2018 20:00:00 - 01/06/2018 21:00:00","BZN|BG","Without Sequence","49.31","",""
"01/06/2018 21:00:00 - 01/06/2018 22:00:00","BZN|BG","Without Sequence","44.08","",""
"01/06/2018 22:00:00 - 01/06/2018 23:00:00","BZN|BG","Without Sequence","44.08","",""
"01/06/2018 23:00:00 - 02/06/2018 00:00:00","BZN|BG","Without Sequence","52.10","",""
"02/06/2018 00:00:00 - 02/06/2018 01:00:00","BZN|BG","Without Sequence","76.08","",""
"02/06/2018 01:00:00 - 02/06/2018 02:00:00","BZN|BG","Without Sequence","69.37","",""
"02/06/2018 02:00:00 - 02/06/2018 03:00:00","BZN|BG","Without Sequence","55.88","",""
"02/06/2018 03:00:00 - 02/06/2018 04:00:00","BZN|BG","Without Sequence","55.82","",""
"02/06/2018 04:00:00 - 02/06/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"02/06/2018 05:00:00 - 02/06/2018 06:00:00","BZN|BG","Without Sequence","44.06","",""
"02/06/2018 06:00:00 - 02/06/2018 07:00:00","BZN|BG","Without Sequence","44.08","",""
"02/06/2018 07:00:00 - 02/06/2018 08:00:00","BZN|BG","Without Sequence","45.10","",""
"02/06/2018 08:00:00 - 02/06/2018 09:00:00","BZN|BG","Without Sequence","80.03","",""
"02/06/2018 09:00:00 - 02/06/2018 10:00:00","BZN|BG","Without Sequence","80.09","",""
"02/06/2018 10:00:00 - 02/06/2018 11:00:00","BZN|BG","Without Sequence","80.07","",""
