"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"02/04/2018 15:00:00 - 02/04/2018 16:00:00","BZN|BG","Without Sequence","50.01","",""
"02/04/2018 16:00:00 - 02/04/2018 17:00:00","BZN|BG","Without Sequence","44.08","",""
"02/04/2018 17:00:00 - 02/04/2018 18:00:00","BZN|BG","Without Sequence","44.08","",""
"02/04/2018 18:00:00 - 02/04/2018 19:00:00","BZN|BG","Without Sequence","50.03","",""
"02/04/2018 19:00:00 - 02/04/2018 20:00:00","BZN|BG","Without Sequence","50.07","",""
"02/04/2018 20:00:00 - 02/04/2018 21:00:00","BZN|BG","Without Sequence","50.07","",""
"02/04/2018 21:00:00 - 02/04/2018 22:00:00","BZN|BG","Without Sequence","50.03","",""
"02/04/2018 22:00:00 - 02/04/2018 23:00:00","BZN|BG","Without Sequence","50.01","",""
"02/04/2018 23:00:00 - 03/04/2018 00:00:00","BZN|BG","Without Sequence","44.05","",""
"03/04/2018 00:00:00 - 03/04/2018 01:00:00","BZN|BG","Without Sequence","44.01","",""
"03/04/2018 01:00:00 - 03/04/2018 02:00:00","BZN|BG","Without Sequence","44.03","",""
"03/04/2018 02:00:00 - 03/04/2018 03:00:00","BZN|BG","Without Sequence","44.03","",""
"03/04/2018 03:00:00 - 03/04/2018 04:00:00","BZN|BG","Without Sequence","44.03","",""
"03/04/2018 04:00:00 - 03/04/2018 05:00:00","BZN|BG","Without Sequence","44.05","",""
"03/04/2018 05:00:00 - 03/04/2018 06:00:00","BZN|BG","Without Sequence","50.01","",""
"03/04/2018 06:00:00 - 03/04/2018 07:00:00","BZN|BG","Without Sequence","50.07","",""
"03/04/2018 07:00:00 - 03/04/2018 08:00:00","BZN|BG","Without Sequence","112.40","",""
"03/04/2018 08:00:00 - 03/04/2018 09:00:00","BZN|BG","Without Sequence","119.27","",""
"03/04/2018 09:00:00 - 03/04/2018 10:00:00","BZN|BG","Without Sequence","100.10","",""
"03/04/2018 10:00:00 - 03/04/2018 11:00:00","BZN|BG","Without Sequence","64.15","",""
"03/04/2018 11:00:00 - 03/04/2018 12:00:00","BZN|BG","Without Sequence","54.67","",""
"03/04/2018 12:00:00 - 03/04/2018 13:00:00","BZN|BG","Without Sequence","50.09","",""
"03/04/2018 13:00:00 - 03/04/2018 14:00:00","BZN|BG","Without Sequence","54.82","",""
"03/04/2018 14:00:00 - 03/04/2018 15:00:00","BZN|BG","Without Sequence","50.09","",""
"03/04/2018 15:00:00 - 03/04/2018 16:00:00","BZN|BG","Without Sequence","50.07","",""
"03/04/2018 16:00:00 - 03/04/2018 17:00:00","BZN|BG","Without Sequence","52.36","",""
"03/04/2018 17:00:00 - 03/04/2018 18:00:00","BZN|BG","Without Sequence","56.64","",""
"03/04/2018 18:00:00 - 03/04/2018 19:00:00","BZN|BG","Without Sequence","78.29","",""
"03/04/2018 19:00:00 - 03/04/2018 20:00:00","BZN|BG","Without Sequence","95.91","",""
"03/04/2018 20:00:00 - 03/04/2018 21:00:00","BZN|BG","Without Sequence","103.91","",""
"03/04/2018 21:00:00 - 03/04/2018 22:00:00","BZN|BG","Without Sequence","82.75","",""
"03/04/2018 22:00:00 - 03/04/2018 23:00:00","BZN|BG","Without Sequence","50.07","",""
"03/04/2018 23:00:00 - 04/04/2018 00:00:00","BZN|BG","Without Sequence","44.08","",""
"04/04/2018 00:00:00 - 04/04/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"04/04/2018 01:00:00 - 04/04/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"04/04/2018 02:00:00 - 04/04/2018 03:00:00","BZN|BG","Without Sequence","44.05","",""
"04/04/2018 03:00:00 - 04/04/2018 04:00:00","BZN|BG","Without Sequence","44.05","",""
"04/04/2018 04:00:00 - 04/04/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"04/04/2018 05:00:00 - 04/04/2018 06:00:00","BZN|BG","Without Sequence","50.05","",""
"04/04/2018 06:00:00 - 04/04/2018 07:00:00","BZN|BG","Without Sequence","87.86","",""
"04/04/2018 07:00:00 - 04/04/2018 08:00:00","BZN|BG","Without Sequence","84.59","",""
"04/04/2018 08:00:00 - 04/04/2018 09:00:00","BZN|BG","Without Sequence","92.77","",""
"04/04/2018 09:00:00 - 04/04/2018 10:00:00","BZN|BG","Without Sequence","66.36","",""
"04/04/2018 10:00:00 - 04/04/2018 11:00:00","BZN|BG","Without Sequence","65.87","",""
"04/04/2018 11:00:00 - 04/04/2018 12:00:00","BZN|BG","Without Sequence","62.14","",""
"04/04/2018 12:00:00 - 04/04/2018 13:00:00","BZN|BG","Without Sequence","60.42","",""
"04/04/2018 13:00:00 - 04/04/2018 14:00:00","BZN|BG","Without Sequence","54.65","",""
"04/04/2018 14:00:00 - 04/04/2018 15:00:00","BZN|BG","Without Sequence","50.09","",""
"04/04/2018 15:00:00 - 04/04/2018 16:00:00","BZN|BG","Without Sequence","50.07","",""
"04/04/2018 16:00:00 - 04/04/2018 17:00:00","BZN|BG","Without Sequence","50.07","",""
"04/04/2018 17:00:00 - 04/04/2018 18:00:00","BZN|BG","Without Sequence","54.61","",""
"04/04/2018 18:00:00 - 04/04/2018 19:00:00","BZN|BG","Without Sequence","75.63","",""
"04/04/2018 19:00:00 - 04/04/2018 20:00:00","BZN|BG","Without Sequence","88.83","",""
"04/04/2018 20:00:00 - 04/04/2018 21:00:00","BZN|BG","Without Sequence","70.49","",""
"04/04/2018 21:00:00 - 04/04/2018 22:00:00","BZN|BG","Without Sequence","56.07","",""
"04/04/2018 22:00:00 - 04/04/2018 23:00:00","BZN|BG","Without Sequence","50.07","",""
"04/04/2018 23:00:00 - 05/04/2018 00:00:00","BZN|BG","Without Sequence","44.08","",""
"05/04/2018 00:00:00 - 05/04/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"05/04/2018 01:00:00 - 05/04/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"05/04/2018 02:00:00 - 05/04/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"05/04/2018 03:00:00 - 05/04/2018 04:00:00","BZN|BG","Without Sequence","44.03","",""
"05/04/2018 04:00:00 - 05/04/2018 05:00:00","BZN|BG","Without Sequence","44.05","",""
"05/04/2018 05:00:00 - 05/04/2018 06:00:00","BZN|BG","Without Sequence","50.03","",""
"05/04/2018 06:00:00 - 05/04/2018 07:00:00","BZN|BG","Without Sequence","87.05","",""
"05/04/2018 07:00:00 - 05/04/2018 08:00:00","BZN|BG","Without Sequence","97.91","",""
"05/04/2018 08:00:00 - 05/04/2018 09:00:00","BZN|BG","Without Sequence","99.79","",""
"05/04/2018 09:00:00 - 05/04/2018 10:00:00","BZN|BG","Without Sequence","55.80","",""
"05/04/2018 10:00:00 - 05/04/2018 11:00:00","BZN|BG","Without Sequence","50.05","",""
"05/04/2018 11:00:00 - 05/04/2018 12:00:00","BZN|BG","Without Sequence","50.05","",""
"05/04/2018 12:00:00 - 05/04/2018 13:00:00","BZN|BG","Without Sequence","58.87","",""
"05/04/2018 13:00:00 - 05/04/2018 14:00:00","BZN|BG","Without Sequence","62.63","",""
"05/04/2018 14:00:00 - 05/04/2018 15:00:00","BZN|BG","Without Sequence","50.09","",""
"05/04/2018 15:00:00 - 05/04/2018 16:00:00","BZN|BG","Without Sequence","50.03","",""
"05/04/2018 16:00:00 - 05/04/2018 17:00:00","BZN|BG","Without Sequence","50.01","",""
"05/04/2018 17:00:00 - 05/04/2018 18:00:00","BZN|BG","Without Sequence","50.03","",""
"05/04/2018 18:00:00 - 05/04/2018 19:00:00","BZN|BG","Without Sequence","50.07","",""
"05/04/2018 19:00:00 - 05/04/2018 20:00:00","BZN|BG","Without Sequence","68.49","",""
"05/04/2018 20:00:00 - 05/04/2018 21:00:00","BZN|BG","Without Sequence","74.40","",""
"05/04/2018 21:00:00 - 05/04/2018 22:00:00","BZN|BG","Without Sequence","63.41","",""
"05/04/2018 22:00:00 - 05/04/2018 23:00:00","BZN|BG","Without Sequence","50.07","",""
"05/04/2018 23:00:00 - 06/04/2018 00:00:00","BZN|BG","Without Sequence","44.08","",""
"06/04/2018 00:00:00 - 06/04/2018 01:00:00","BZN|BG","Without Sequence","50.01","",""
"06/04/2018 01:00:00 - 06/04/2018 02:00:00","BZN|BG","Without Sequence","50.01","",""
"06/04/2018 02:00:00 - 06/04/2018 03:00:00","BZN|BG","Without Sequence","49.99","",""
"06/04/2018 03:00:00 - 06/04/2018 04:00:00","BZN|BG","Without Sequence","44.98","",""
"06/04/2018 04:00:00 - 06/04/2018 05:00:00","BZN|BG","Without Sequence","50.01","",""
"06/04/2018 05:00:00 - 06/04/2018 06:00:00","BZN|BG","Without Sequence","50.05","",""
"06/04/2018 06:00:00 - 06/04/2018 07:00:00","BZN|BG","Without Sequence","44.28","",""
"06/04/2018 07:00:00 - 06/04/2018 08:00:00","BZN|BG","Without Sequence","58.71","",""
"06/04/2018 08:00:00 - 06/04/2018 09:00:00","BZN|BG","Without Sequence","50.09","",""
"06/04/2018 09:00:00 - 06/04/2018 10:00:00","BZN|BG","Without Sequence","50.09","",""
"06/04/2018 10:00:00 - 06/04/2018 11:00:00","BZN|BG","Without Sequence","53.36","",""
"06/04/2018 11:00:00 - 06/04/2018 12:00:00","BZN|BG","Without Sequence","50.03","",""
"06/04/2018 12:00:00 - 06/04/2018 13:00:00","BZN|BG","Without Sequence","44.91","",""
"06/04/2018 13:00:00 - 06/04/2018 14:00:00","BZN|BG","Without Sequence","44.08","",""
"06/04/2018 14:00:00 - 06/04/2018 15:00:00","BZN|BG","Without Sequence","44.08","",""
"06/04/2018 15:00:00 - 06/04/2018 16:00:00","BZN|BG","Without Sequence","44.08","",""
"06/04/2018 16:00:00 - 06/04/2018 17:00:00","BZN|BG","Without Sequence","44.08","",""
"06/04/2018 17:00:00 - 06/04/2018 18:00:00","BZN|BG","Without Sequence","50.09","",""
"06/04/2018 18:00:00 - 06/04/2018 19:00:00","BZN|BG","Without Sequence","63.88","",""
"06/04/2018 19:00:00 - 06/04/2018 20:00:00","BZN|BG","Without Sequence","65.52","",""
"06/04/2018 20:00:00 - 06/04/2018 21:00:00","BZN|BG","Without Sequence","70.59","",""
"06/04/2018 21:00:00 - 06/04/2018 22:00:00","BZN|BG","Without Sequence","56.68","",""
"06/04/2018 22:00:00 - 06/04/2018 23:00:00","BZN|BG","Without Sequence","50.03","",""
"06/04/2018 23:00:00 - 07/04/2018 00:00:00","BZN|BG","Without Sequence","44.05","",""
"07/04/2018 00:00:00 - 07/04/2018 01:00:00","BZN|BG","Without Sequence","25.68","",""
"07/04/2018 01:00:00 - 07/04/2018 02:00:00","BZN|BG","Without Sequence","28.81","",""
"07/04/2018 02:00:00 - 07/04/2018 03:00:00","BZN|BG","Without Sequence","25.90","",""
"07/04/2018 03:00:00 - 07/04/2018 04:00:00","BZN|BG","Without Sequence","28.40","",""
"07/04/2018 04:00:00 - 07/04/2018 05:00:00","BZN|BG","Without Sequence","34.70","",""
"07/04/2018 05:00:00 - 07/04/2018 06:00:00","BZN|BG","Without Sequence","17.05","",""
"07/04/2018 06:00:00 - 07/04/2018 07:00:00","BZN|BG","Without Sequence","22.20","",""
"07/04/2018 07:00:00 - 07/04/2018 08:00:00","BZN|BG","Without Sequence","28.50","",""
"07/04/2018 08:00:00 - 07/04/2018 09:00:00","BZN|BG","Without Sequence","44.01","",""
"07/04/2018 09:00:00 - 07/04/2018 10:00:00","BZN|BG","Without Sequence","44.01","",""
"07/04/2018 10:00:00 - 07/04/2018 11:00:00","BZN|BG","Without Sequence","44.01","",""
"07/04/2018 11:00:00 - 07/04/2018 12:00:00","BZN|BG","Without Sequence","44.01","",""
"07/04/2018 12:00:00 - 07/04/2018 13:00:00","BZN|BG","Without Sequence","44.01","",""
"07/04/2018 13:00:00 - 07/04/2018 14:00:00","BZN|BG","Without Sequence","44.01","",""
"07/04/2018 14:00:00 - 07/04/2018 15:00:00","BZN|BG","Without Sequence","32.10","",""
"07/04/2018 15:00:00 - 07/04/2018 16:00:00","BZN|BG","Without Sequence","37.59","",""
"07/04/2018 16:00:00 - 07/04/2018 17:00:00","BZN|BG","Without Sequence","29.20","",""
"07/04/2018 17:00:00 - 07/04/2018 18:00:00","BZN|BG","Without Sequence","43.09","",""
"07/04/2018 18:00:00 - 07/04/2018 19:00:00","BZN|BG","Without Sequence","44.08","",""
"07/04/2018 19:00:00 - 07/04/2018 20:00:00","BZN|BG","Without Sequence","53.22","",""
"07/04/2018 20:00:00 - 07/04/2018 21:00:00","BZN|BG","Without Sequence","50.07","",""
"07/04/2018 21:00:00 - 07/04/2018 22:00:00","BZN|BG","Without Sequence","44.08","",""
"07/04/2018 22:00:00 - 07/04/2018 23:00:00","BZN|BG","Without Sequence","44.05","",""
"07/04/2018 23:00:00 - 08/04/2018 00:00:00","BZN|BG","Without Sequence","39.10","",""
"08/04/2018 00:00:00 - 08/04/2018 01:00:00","BZN|BG","Without Sequence","28.54","",""
"08/04/2018 01:00:00 - 08/04/2018 02:00:00","BZN|BG","Without Sequence","23.24","",""
"08/04/2018 02:00:00 - 08/04/2018 03:00:00","BZN|BG","Without Sequence","19.32","",""
"08/04/2018 03:00:00 - 08/04/2018 04:00:00","BZN|BG","Without Sequence","19.52","",""
"08/04/2018 04:00:00 - 08/04/2018 05:00:00","BZN|BG","Without Sequence","21.12","",""
"08/04/2018 05:00:00 - 08/04/2018 06:00:00","BZN|BG","Without Sequence","25.99","",""
"08/04/2018 06:00:00 - 08/04/2018 07:00:00","BZN|BG","Without Sequence","29.10","",""
"08/04/2018 07:00:00 - 08/04/2018 08:00:00","BZN|BG","Without Sequence","29.61","",""
"08/04/2018 08:00:00 - 08/04/2018 09:00:00","BZN|BG","Without Sequence","31.00","",""
"08/04/2018 09:00:00 - 08/04/2018 10:00:00","BZN|BG","Without Sequence","29.65","",""
"08/04/2018 10:00:00 - 08/04/2018 11:00:00","BZN|BG","Without Sequence","26.99","",""
"08/04/2018 11:00:00 - 08/04/2018 12:00:00","BZN|BG","Without Sequence","19.66","",""
"08/04/2018 12:00:00 - 08/04/2018 13:00:00","BZN|BG","Without Sequence","17.60","",""
"08/04/2018 13:00:00 - 08/04/2018 14:00:00","BZN|BG","Without Sequence","9.78","",""
"08/04/2018 14:00:00 - 08/04/2018 15:00:00","BZN|BG","Without Sequence","8.00","",""
"08/04/2018 15:00:00 - 08/04/2018 16:00:00","BZN|BG","Without Sequence","16.49","",""
"08/04/2018 16:00:00 - 08/04/2018 17:00:00","BZN|BG","Without Sequence","17.66","",""
"08/04/2018 17:00:00 - 08/04/2018 18:00:00","BZN|BG","Without Sequence","41.17","",""
"08/04/2018 18:00:00 - 08/04/2018 19:00:00","BZN|BG","Without Sequence","44.08","",""
"08/04/2018 19:00:00 - 08/04/2018 20:00:00","BZN|BG","Without Sequence","50.09","",""
"08/04/2018 20:00:00 - 08/04/2018 21:00:00","BZN|BG","Without Sequence","51.99","",""
"08/04/2018 21:00:00 - 08/04/2018 22:00:00","BZN|BG","Without Sequence","50.05","",""
"08/04/2018 22:00:00 - 08/04/2018 23:00:00","BZN|BG","Without Sequence","50.01","",""
"08/04/2018 23:00:00 - 09/04/2018 00:00:00","BZN|BG","Without Sequence","45.06","",""
"09/04/2018 00:00:00 - 09/04/2018 01:00:00","BZN|BG","Without Sequence","49.11","",""
"09/04/2018 01:00:00 - 09/04/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"09/04/2018 02:00:00 - 09/04/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"09/04/2018 03:00:00 - 09/04/2018 04:00:00","BZN|BG","Without Sequence","44.05","",""
"09/04/2018 04:00:00 - 09/04/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"09/04/2018 05:00:00 - 09/04/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"09/04/2018 06:00:00 - 09/04/2018 07:00:00","BZN|BG","Without Sequence","44.06","",""
"09/04/2018 07:00:00 - 09/04/2018 08:00:00","BZN|BG","Without Sequence","44.08","",""
"09/04/2018 08:00:00 - 09/04/2018 09:00:00","BZN|BG","Without Sequence","44.08","",""
"09/04/2018 09:00:00 - 09/04/2018 10:00:00","BZN|BG","Without Sequence","44.08","",""
"09/04/2018 10:00:00 - 09/04/2018 11:00:00","BZN|BG","Without Sequence","50.01","",""
"09/04/2018 11:00:00 - 09/04/2018 12:00:00","BZN|BG","Without Sequence","50.01","",""
"09/04/2018 12:00:00 - 09/04/2018 13:00:00","BZN|BG","Without Sequence","44.08","",""
"09/04/2018 13:00:00 - 09/04/2018 14:00:00","BZN|BG","Without Sequence","50.01","",""
"09/04/2018 14:00:00 - 09/04/2018 15:00:00","BZN|BG","Without Sequence","50.01","",""
"09/04/2018 15:00:00 - 09/04/2018 16:00:00","BZN|BG","Without Sequence","44.10","",""
"09/04/2018 16:00:00 - 09/04/2018 17:00:00","BZN|BG","Without Sequence","44.08","",""
"09/04/2018 17:00:00 - 09/04/2018 18:00:00","BZN|BG","Without Sequence","50.01","",""
"09/04/2018 18:00:00 - 09/04/2018 19:00:00","BZN|BG","Without Sequence","62.78","",""
"09/04/2018 19:00:00 - 09/04/2018 20:00:00","BZN|BG","Without Sequence","66.79","",""
"09/04/2018 20:00:00 - 09/04/2018 21:00:00","BZN|BG","Without Sequence","66.77","",""
"09/04/2018 21:00:00 - 09/04/2018 22:00:00","BZN|BG","Without Sequence","58.50","",""
"09/04/2018 22:00:00 - 09/04/2018 23:00:00","BZN|BG","Without Sequence","50.38","",""
"09/04/2018 23:00:00 - 10/04/2018 00:00:00","BZN|BG","Without Sequence","50.03","",""
"10/04/2018 00:00:00 - 10/04/2018 01:00:00","BZN|BG","Without Sequence","50.01","",""
"10/04/2018 01:00:00 - 10/04/2018 02:00:00","BZN|BG","Without Sequence","46.90","",""
"10/04/2018 02:00:00 - 10/04/2018 03:00:00","BZN|BG","Without Sequence","44.05","",""
"10/04/2018 03:00:00 - 10/04/2018 04:00:00","BZN|BG","Without Sequence","44.05","",""
"10/04/2018 04:00:00 - 10/04/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"10/04/2018 05:00:00 - 10/04/2018 06:00:00","BZN|BG","Without Sequence","50.09","",""
"10/04/2018 06:00:00 - 10/04/2018 07:00:00","BZN|BG","Without Sequence","58.87","",""
"10/04/2018 07:00:00 - 10/04/2018 08:00:00","BZN|BG","Without Sequence","98.89","",""
"10/04/2018 08:00:00 - 10/04/2018 09:00:00","BZN|BG","Without Sequence","105.75","",""
"10/04/2018 09:00:00 - 10/04/2018 10:00:00","BZN|BG","Without Sequence","74.42","",""
"10/04/2018 10:00:00 - 10/04/2018 11:00:00","BZN|BG","Without Sequence","91.42","",""
"10/04/2018 11:00:00 - 10/04/2018 12:00:00","BZN|BG","Without Sequence","67.40","",""
"10/04/2018 12:00:00 - 10/04/2018 13:00:00","BZN|BG","Without Sequence","87.84","",""
"10/04/2018 13:00:00 - 10/04/2018 14:00:00","BZN|BG","Without Sequence","86.23","",""
"10/04/2018 14:00:00 - 10/04/2018 15:00:00","BZN|BG","Without Sequence","79.07","",""
"10/04/2018 15:00:00 - 10/04/2018 16:00:00","BZN|BG","Without Sequence","83.36","",""
"10/04/2018 16:00:00 - 10/04/2018 17:00:00","BZN|BG","Without Sequence","88.87","",""
"10/04/2018 17:00:00 - 10/04/2018 18:00:00","BZN|BG","Without Sequence","91.63","",""
"10/04/2018 18:00:00 - 10/04/2018 19:00:00","BZN|BG","Without Sequence","99.61","",""
"10/04/2018 19:00:00 - 10/04/2018 20:00:00","BZN|BG","Without Sequence","103.68","",""
"10/04/2018 20:00:00 - 10/04/2018 21:00:00","BZN|BG","Without Sequence","103.54","",""
"10/04/2018 21:00:00 - 10/04/2018 22:00:00","BZN|BG","Without Sequence","88.54","",""
"10/04/2018 22:00:00 - 10/04/2018 23:00:00","BZN|BG","Without Sequence","84.37","",""
"10/04/2018 23:00:00 - 11/04/2018 00:00:00","BZN|BG","Without Sequence","50.03","",""
"11/04/2018 00:00:00 - 11/04/2018 01:00:00","BZN|BG","Without Sequence","44.06","",""
"11/04/2018 01:00:00 - 11/04/2018 02:00:00","BZN|BG","Without Sequence","44.05","",""
"11/04/2018 02:00:00 - 11/04/2018 03:00:00","BZN|BG","Without Sequence","44.05","",""
"11/04/2018 03:00:00 - 11/04/2018 04:00:00","BZN|BG","Without Sequence","44.05","",""
"11/04/2018 04:00:00 - 11/04/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"11/04/2018 05:00:00 - 11/04/2018 06:00:00","BZN|BG","Without Sequence","50.03","",""
"11/04/2018 06:00:00 - 11/04/2018 07:00:00","BZN|BG","Without Sequence","50.07","",""
"11/04/2018 07:00:00 - 11/04/2018 08:00:00","BZN|BG","Without Sequence","50.05","",""
"11/04/2018 08:00:00 - 11/04/2018 09:00:00","BZN|BG","Without Sequence","50.07","",""
"11/04/2018 09:00:00 - 11/04/2018 10:00:00","BZN|BG","Without Sequence","50.07","",""
"11/04/2018 10:00:00 - 11/04/2018 11:00:00","BZN|BG","Without Sequence","50.07","",""
"11/04/2018 11:00:00 - 11/04/2018 12:00:00","BZN|BG","Without Sequence","50.05","",""
"11/04/2018 12:00:00 - 11/04/2018 13:00:00","BZN|BG","Without Sequence","50.09","",""
"11/04/2018 13:00:00 - 11/04/2018 14:00:00","BZN|BG","Without Sequence","50.07","",""
"11/04/2018 14:00:00 - 11/04/2018 15:00:00","BZN|BG","Without Sequence","50.05","",""
"11/04/2018 15:00:00 - 11/04/2018 16:00:00","BZN|BG","Without Sequence","50.05","",""
"11/04/2018 16:00:00 - 11/04/2018 17:00:00","BZN|BG","Without Sequence","50.05","",""
"11/04/2018 17:00:00 - 11/04/2018 18:00:00","BZN|BG","Without Sequence","50.07","",""
"11/04/2018 18:00:00 - 11/04/2018 19:00:00","BZN|BG","Without Sequence","62.65","",""
"11/04/2018 19:00:00 - 11/04/2018 20:00:00","BZN|BG","Without Sequence","74.36","",""
"11/04/2018 20:00:00 - 11/04/2018 21:00:00","BZN|BG","Without Sequence","68.18","",""
"11/04/2018 21:00:00 - 11/04/2018 22:00:00","BZN|BG","Without Sequence","50.09","",""
"11/04/2018 22:00:00 - 11/04/2018 23:00:00","BZN|BG","Without Sequence","50.03","",""
"11/04/2018 23:00:00 - 12/04/2018 00:00:00","BZN|BG","Without Sequence","46.08","",""
"12/04/2018 00:00:00 - 12/04/2018 01:00:00","BZN|BG","Without Sequence","44.05","",""
"12/04/2018 01:00:00 - 12/04/2018 02:00:00","BZN|BG","Without Sequence","44.03","",""
"12/04/2018 02:00:00 - 12/04/2018 03:00:00","BZN|BG","Without Sequence","44.01","",""
"12/04/2018 03:00:00 - 12/04/2018 04:00:00","BZN|BG","Without Sequence","44.01","",""
"12/04/2018 04:00:00 - 12/04/2018 05:00:00","BZN|BG","Without Sequence","44.03","",""
"12/04/2018 05:00:00 - 12/04/2018 06:00:00","BZN|BG","Without Sequence","46.08","",""
"12/04/2018 06:00:00 - 12/04/2018 07:00:00","BZN|BG","Without Sequence","85.70","",""
"12/04/2018 07:00:00 - 12/04/2018 08:00:00","BZN|BG","Without Sequence","101.80","",""
"12/04/2018 08:00:00 - 12/04/2018 09:00:00","BZN|BG","Without Sequence","98.12","",""
"12/04/2018 09:00:00 - 12/04/2018 10:00:00","BZN|BG","Without Sequence","58.81","",""
"12/04/2018 10:00:00 - 12/04/2018 11:00:00","BZN|BG","Without Sequence","50.09","",""
"12/04/2018 11:00:00 - 12/04/2018 12:00:00","BZN|BG","Without Sequence","50.07","",""
"12/04/2018 12:00:00 - 12/04/2018 13:00:00","BZN|BG","Without Sequence","50.09","",""
"12/04/2018 13:00:00 - 12/04/2018 14:00:00","BZN|BG","Without Sequence","50.09","",""
"12/04/2018 14:00:00 - 12/04/2018 15:00:00","BZN|BG","Without Sequence","50.07","",""
"12/04/2018 15:00:00 - 12/04/2018 16:00:00","BZN|BG","Without Sequence","50.07","",""
"12/04/2018 16:00:00 - 12/04/2018 17:00:00","BZN|BG","Without Sequence","50.05","",""
"12/04/2018 17:00:00 - 12/04/2018 18:00:00","BZN|BG","Without Sequence","50.07","",""
"12/04/2018 18:00:00 - 12/04/2018 19:00:00","BZN|BG","Without Sequence","98.12","",""
"12/04/2018 19:00:00 - 12/04/2018 20:00:00","BZN|BG","Without Sequence","98.12","",""
